id,bert_sentence,t5_sentence,target,label
2427,"Everyday I get rode on. First thing in the morning, I wake up and someones riding on me, its not just guys either, girls too. I get rode on long and hard and they just won't stop. I'm just tired of being ridden on while I'm not ready","Everyday I get rode on. First thing in the morning, I wake up and someones riding on me, its not just guys either, girls too. I get rode on long and hard and they just won't stop. I'm just tired of being ridden on while I'm not ready",funny,1
3249,mom decided to tell me about her new boyfriend,mom decided to tell me about her new boyfriend,not funny,0
1433,The dark side of going abroad: How broad foreign experiences increase immoral behavior.,The dark side of going abroad: How broad foreign experiences increase immoral behavior.,funny,1
115,"bought my cat a nice big bag of expensive anti-hairball catfood, so she'd stop puking hairballs on my things","bought my cat a nice big bag of expensive anti-hairball catfood, so she'd stop puking hairballs on my things",not funny,0
2665,Signals that maintain leukemic cell viability.,Signals that maintain leukemic cell viability.,not funny,0
1758,I hope to come everyday because that means I make money everyday,I hope to come everyday because that means I make money everyday,funny,1
773,are you ok?,are you ok?,funny,1
2580,Liver Transplantation is Equally Effective as a Salvage Therapy for Patients with Hepatocellular Carcinoma Recurrence Following Radiofrequency Ablation or Liver Resection with Curative Intent,Liver Transplantation is Equally Effective as a Salvage Therapy for Patients with Hepatocellular Carcinoma Recurrence Following Radiofrequency Ablation or Liver Resection with Curative Intent,not funny,0
3384,Frontal connections and cognitive changes in normal aging rhesus monkeys: A DTI study,Frontal connections and cognitive changes in normal aging rhesus monkeys: A DTI study,not funny,0
2703,I liked the big balls better.,I liked the big balls better.,funny,1
3610,was going to propose to my girlfriend of 3 years,was going to propose to my girlfriend of 3 years,not funny,0
665,mother urged me to get over this lesbian thing and give me some grandkids,mother urged me to get over this lesbian thing and give me some grandkids,not funny,0
742,Are There Side Effects to Watching 3D Movies? A Prospective Crossover Observational Study on Visually Induced Motion Sickness,Are There Side Effects to Watching 3D Movies? A Prospective Crossover Observational Study on Visually Induced Motion Sickness,funny,1
3249,Spoken Sentence Comprehension in Aphasia: Event-related Potential Evidence for a Lexical Integration Deficit,Spoken Sentence Comprehension in Aphasia: Event-related Potential Evidence for a Lexical Integration Deficit,not funny,0
3250,I can't stuff it in there. I need you to help me.,I can't stuff it in there. I need you to help me.,funny,1
2309,Comparing screening mammography for early breast cancer detection in Vermont and Norway.,Comparing screening mammography for early breast cancer detection in Vermont and Norway.,not funny,0
2724,I won 20 dollars on a lotto scratch off,I won 20 dollars on a lotto scratch off,not funny,0
899,"sitting on the bus a stranger sat next to me, farted, put his hand under his butt to smell what it was like, and then sniffed it throughout the whole ride while glancing at me","sitting on the bus a stranger sat next to me, farted, put his hand under his butt to smell what it was like, and then sniffed it throughout the whole ride while glancing at me",not funny,0
1907,It's rubber and it feels weird.,It's rubber and it feels weird.,funny,1
2016,Logic and Thought,Logic and Thought,not funny,0
2341,Time course of chromatic adaptation for color appearance and discrimination,Time course of chromatic adaptation for color appearance and discrimination,not funny,0
3586,was having sex with a guy I met and in the middle of it his mother called him,was having sex with a guy I met and in the middle of it his mother called him,not funny,0
2922,Behavioural analysis and susceptibility to CNS injury of four inbred strains of mice,Behavioural analysis and susceptibility to CNS injury of four inbred strains of mice,not funny,0
1871,Erratum to: Order of invasion affects the spatial distribution of a reciprocal intraguild predator,Erratum to: Order of invasion affects the spatial distribution of a reciprocal intraguild predator,not funny,0
3935,I've never seen anything so short in my life!,I've never seen anything so short in my life!,funny,1
1333,Twice daily collection yields greater semen output and does not affect male libido in the ostrich.,Twice daily collection yields greater semen output and does not affect male libido in the ostrich.,funny,1
1326,"You keep trying, but you can't get it in!","You keep trying, but you can't get it in!",funny,1
2275,"The faster you bang it, the more it hurts","The faster you bang it, the more it hurts",funny,1
1534,was driving with my dog,was driving with my dog,not funny,0
864,Positive emotional contagion in a New Zealand parrot.,Positive emotional contagion in a New Zealand parrot.,funny,1
2339,Laparoscopic complete mesocolic excision for right-sided colon cancer using a cranial approach: anatomical and embryological consideration,Laparoscopic complete mesocolic excision for right-sided colon cancer using a cranial approach: anatomical and embryological consideration,not funny,0
646,"Ahh, it hit me right in the face.","Ahh, it hit me right in the face.",funny,1
3101,Striatal influences on paravermal cerebellar activity,Striatal influences on paravermal cerebellar activity,not funny,0
3837,Simpson! You've been waving your nuts in my face for too long!,Simpson! You've been waving your nuts in my face for too long!,funny,1
1260,Chickens Orient Using a Magnetic Compass.,Chickens Orient Using a Magnetic Compass.,funny,1
2602,learned that I wasn't really allergic to chocolate,learned that I wasn't really allergic to chocolate,not funny,0
2835,"i know it's long and hard, but try to stick in there.","i know it's long and hard, but try to stick in there.",funny,1
2216,"Comment on 'Silicone oil removal after rhegmatogenous retinal detachment: comparing techniques""","Comment on 'Silicone oil removal after rhegmatogenous retinal detachment: comparing techniques""",not funny,0
1998,Bunch by Bunch Intensity Monitor for Fermilab Main Ring,Bunch by Bunch Intensity Monitor for Fermilab Main Ring,not funny,0
2264,fell asleep,fell asleep,not funny,0
2442,[Acute idiopathic blind spot enlargement syndrome associated with choroidal neovascularization].,[Acute idiopathic blind spot enlargement syndrome associated with choroidal neovascularization].,not funny,0
48,Physics takes the biscuit,Physics takes the biscuit,funny,1
3583,woke up next to a beautiful half naked brunette in my bed,woke up next to a beautiful half naked brunette in my bed,not funny,0
1368,aww! I was about to blow and it got all in my hair!,aww! I was about to blow and it got all in my hair!,funny,1
2556,Are the clinical effects of homoeopathy placebo effects?,Are the clinical effects of homoeopathy placebo effects?,not funny,0
3637,was in lying in bed with my boyfriend while he was asleep,was in lying in bed with my boyfriend while he was asleep,not funny,0
257,Clowning: An Opportunity for Ministry.,Clowning: An Opportunity for Ministry.,funny,1
1508,Drug use patterns at major rock concert events.,Drug use patterns at major rock concert events.,funny,1
3581,What are you supposed to do with something that little?,What are you supposed to do with something that little?,funny,1
423,It's such a tight fit with the other three already in there!,It's such a tight fit with the other three already in there!,funny,1
3069,"Family factors and children""s disruptive behaviour: an investigation of links between demographic characteristics, negative life events and symptoms of ODD and ADHD","Family factors and children""s disruptive behaviour: an investigation of links between demographic characteristics, negative life events and symptoms of ODD and ADHD",not funny,0
3182,Itch and neuropathic itch.,Itch and neuropathic itch.,not funny,0
3063,Follow-up of corneal transplantations at the Academic Medical Centre of Amsterdam,Follow-up of corneal transplantations at the Academic Medical Centre of Amsterdam,not funny,0
977,what part of our relationship makes you think you can go in there.,what part of our relationship makes you think you can go in there.,funny,1
3397,A new Raspy Cricket from the northern Australian Rainforests (Orthoptera: Gryllacrididae),A new Raspy Cricket from the northern Australian Rainforests (Orthoptera: Gryllacrididae),not funny,0
2097,The Advantages and Challenges of Helical Coils for Small Accelerators-A Case Study,The Advantages and Challenges of Helical Coils for Small Accelerators-A Case Study,not funny,0
2225,"Stop jerking it so hard,its gonna break!","Stop jerking it so hard,its gonna break!",funny,1
1119,Combining Kangaroo Care and Live Harp Music Therapy in the Neonatal Intensive Care Unit Setting,Combining Kangaroo Care and Live Harp Music Therapy in the Neonatal Intensive Care Unit Setting,funny,1
2401,High α-fetoprotein level in HCV-related nodular liver cell dysplasia,High α-fetoprotein level in HCV-related nodular liver cell dysplasia,not funny,0
3148,Unusual neurological complications following tetanus toxoid administration,Unusual neurological complications following tetanus toxoid administration,not funny,0
1007,was in an elevator with my dad and several strangers,was in an elevator with my dad and several strangers,not funny,0
972,"It's so deep, and moist!","It's so deep, and moist!",funny,1
406,A Preliminary Investigation of the Associations between Digit Ratio and Women's Perception of Men's Dance,A Preliminary Investigation of the Associations between Digit Ratio and Women's Perception of Men's Dance,funny,1
1671,Impact of Yankee Stadium Bat Day on Blunt Trauma in Northern New York City.,Impact of Yankee Stadium Bat Day on Blunt Trauma in Northern New York City.,funny,1
1997,Lower Limb Wearable Capacitive Sensing and Its Applications to Recognizing Human Gaits,Lower Limb Wearable Capacitive Sensing and Its Applications to Recognizing Human Gaits,not funny,0
2595,"It looks like it's wet, you rubbed it too much and now it's wet.","It looks like it's wet, you rubbed it too much and now it's wet.",funny,1
2433,parents told me about how they met,parents told me about how they met,not funny,0
68,woman drove through my house,woman drove through my house,not funny,0
76,Duration of Urination Does Not Change With Body Size,Duration of Urination Does Not Change With Body Size,funny,1
2426,Can quantitative iodine parameters on DECT replace perfusion CT parameters in colorectal cancers?,Can quantitative iodine parameters on DECT replace perfusion CT parameters in colorectal cancers?,not funny,0
298,was messing around in my boyfriend's pants while watching TV,was messing around in my boyfriend's pants while watching TV,not funny,0
3284,spent 300 dollars making colored flyers for my iPhone that I lost,spent 300 dollars making colored flyers for my iPhone that I lost,not funny,0
1163,received a detention because I threw up on the school nurse who wasn't going to send me home,received a detention because I threw up on the school nurse who wasn't going to send me home,not funny,0
447,went to the doctor for horrible stomach pains,went to the doctor for horrible stomach pains,not funny,0
241,Relationships of Toe-length Ratios to Finger-length Ratios Foot Preference and Wearing of Toe Rings,Relationships of Toe-length Ratios to Finger-length Ratios Foot Preference and Wearing of Toe Rings,funny,1
134,It didn't fit in mine either but I just stuck it in.,It didn't fit in mine either but I just stuck it in.,funny,1
904,Experimental evidence of a symbiosis between red-cockaded woodpeckers and fungi,Experimental evidence of a symbiosis between red-cockaded woodpeckers and fungi,funny,1
2808,"It felt like it was 8 and it was really 6, and it is so dark!","It felt like it was 8 and it was really 6, and it is so dark!",funny,1
28,Dung Beetles Use the Milky Way for Orientation,Dung Beetles Use the Milky Way for Orientation,funny,1
1011,"was getting ready for bed, when I decided to watch some porno on the computer","was getting ready for bed, when I decided to watch some porno on the computer",not funny,0
399,Mediterranean Diet and Cancer Risk,Mediterranean Diet and Cancer Risk,funny,1
1586,Knives and Gaffs: Definitions in the Deviant World of Cockfighting.,Knives and Gaffs: Definitions in the Deviant World of Cockfighting.,funny,1
2969,It's stuck between two balls and I can't yank it!,It's stuck between two balls and I can't yank it!,funny,1
886,None Like It Hot.,None Like It Hot.,funny,1
1279,Free Walking Speeds on Stairs: Effects of Stair Gradients and Obesity of Pedestrians,Free Walking Speeds on Stairs: Effects of Stair Gradients and Obesity of Pedestrians,funny,1
176,careful that one's really hard and slippery.,careful that one's really hard and slippery.,funny,1
1301,"You idiot, wrong hole!","You idiot, wrong hole!",funny,1
2014,was riding the subway to work,was riding the subway to work,not funny,0
2391,I was waiting to take a dump in a gas station restroom,I was waiting to take a dump in a gas station restroom,not funny,0
3113,"Oh my God, something just exploded in my mouth!","Oh my God, something just exploded in my mouth!",funny,1
3259,Dramatic synergism between MK-801 and clonidine with respect to locomotor stimulatory effect in monoamine-depleted mice,Dramatic synergism between MK-801 and clonidine with respect to locomotor stimulatory effect in monoamine-depleted mice,not funny,0
1883,Mineralization-immobilization of sulphur in a soil during decomposition of plant residues of varied chemical composition and S content,Mineralization-immobilization of sulphur in a soil during decomposition of plant residues of varied chemical composition and S content,not funny,0
3191,The encoding of alternatives in multiple-choice decision-making,The encoding of alternatives in multiple-choice decision-making,not funny,0
2408,Typical signs of acute appendicitis in ultrasonography mimicked by other diseases?,Typical signs of acute appendicitis in ultrasonography mimicked by other diseases?,not funny,0
2122,Current Distribution in Skeletal Muscle Activated by Functional Electrical Stimulation: Image-Series Formulation and Isometric Recruitment Curve,Current Distribution in Skeletal Muscle Activated by Functional Electrical Stimulation: Image-Series Formulation and Isometric Recruitment Curve,not funny,0
721,Deathly drool: evolutionary and ecological basis of septic bacteria in Komodo dragon mouths.,Deathly drool: evolutionary and ecological basis of septic bacteria in Komodo dragon mouths.,funny,1
2204,I don't want to get my legs all wet before I get it in!,I don't want to get my legs all wet before I get it in!,funny,1
2755,Primary visual cortex neurons that contribute to resolve the aperture problem,Primary visual cortex neurons that contribute to resolve the aperture problem,not funny,0
1552,Police officers' detection of breath odors from alcohol ingestion.,Police officers' detection of breath odors from alcohol ingestion.,funny,1
3579,My hand's getting kinda tired. Does anyone else wanna beat this?,My hand's getting kinda tired. Does anyone else wanna beat this?,funny,1
814,"at a family gathering for New Years, my aunt said she needed a flat surface to write on","at a family gathering for New Years, my aunt said she needed a flat surface to write on",not funny,0
3170,girlfriend was giving me head while I was watching Star Trek and I accidentally called her Spock,girlfriend was giving me head while I was watching Star Trek and I accidentally called her Spock,not funny,0
3662,bullets,bullets,funny,1
2727,Morphine alters the structure of neurons in the nucleus accumbens and neocortex of rats.,Morphine alters the structure of neurons in the nucleus accumbens and neocortex of rats.,not funny,0
3826,"dont worry, im being careful","dont worry, im being careful",funny,1
1051,The effects of auditory enrichment on gorillas.,The effects of auditory enrichment on gorillas.,funny,1
1880,"I can feel it, but I don't know who it is.","I can feel it, but I don't know who it is.",funny,1
447,Effects of Subliminally Presented Auditory Suggestions of Itching on Scratching Behavior,Effects of Subliminally Presented Auditory Suggestions of Itching on Scratching Behavior,funny,1
2937,Predictive information and error processing: the role of medial-frontal cortex during motor control.,Predictive information and error processing: the role of medial-frontal cortex during motor control.,not funny,0
1147,lunch I ordered a coke,lunch I ordered a coke,not funny,0
2666,Usefulness of the Ligamentum Venosum as an Anatomical Landmark for Safe Laparoscopic Left Hepatectomy (How I Do It),Usefulness of the Ligamentum Venosum as an Anatomical Landmark for Safe Laparoscopic Left Hepatectomy (How I Do It),not funny,0
2175,"Immunophenotypic, Cytogenetic and Clinical Features in Chinese Adult Acute Lymphoblastic Leukaemia (ALL) Patients.","Immunophenotypic, Cytogenetic and Clinical Features in Chinese Adult Acute Lymphoblastic Leukaemia (ALL) Patients.",not funny,0
402,I heard you breathing. That's how I knew you were coming.,I heard you breathing. That's how I knew you were coming.,funny,1
1359,Oh man! I squirted!,Oh man! I squirted!,funny,1
3537,brought a cute guy back from the bar to have sex,brought a cute guy back from the bar to have sex,not funny,0
860,Three Centuries of Women's Dress Fashions: A Quantitative Analysis.,Three Centuries of Women's Dress Fashions: A Quantitative Analysis.,funny,1
1842,"The effect of triazole-coated superphosphate, applied at sowing, on stripe rust and yield of wheat","The effect of triazole-coated superphosphate, applied at sowing, on stripe rust and yield of wheat",not funny,0
2724,"Robust Bayesian estimation of the location, orientation, and time course of multiple correlated neural sources using MEG","Robust Bayesian estimation of the location, orientation, and time course of multiple correlated neural sources using MEG",not funny,0
2497,"I can't get it to go in, I don't know what to do.","I can't get it to go in, I don't know what to do.",funny,1
2577,mom and I were watching this movie in which some girls start making out,mom and I were watching this movie in which some girls start making out,not funny,0
1211,Famous faces as icons. The illusion of being an expert in the recognition of famous faces.,Famous faces as icons. The illusion of being an expert in the recognition of famous faces.,funny,1
938,"at my job at a Christian summer camp, I overheard one of the kids swearing","at my job at a Christian summer camp, I overheard one of the kids swearing",not funny,0
1808,Attraction of dung beetles to herbivore dung and synthetic compounds in a comparative field study,Attraction of dung beetles to herbivore dung and synthetic compounds in a comparative field study,not funny,0
750,"doctor examined my wrist, which is completely swollen and painful","doctor examined my wrist, which is completely swollen and painful",not funny,0
3322,The relation between the sense of agency and the experience of flow,The relation between the sense of agency and the experience of flow,not funny,0
3083,"Geez, it's like he's never eaten out before!","Geez, it's like he's never eaten out before!",funny,1
1452,Why do you always pull it out when I get to the good part?,Why do you always pull it out when I get to the good part?,funny,1
1937,it is a little tight but your small so you could fit.,it is a little tight but your small so you could fit.,funny,1
3951,"It's too big, I need both hands.","It's too big, I need both hands.",funny,1
3053,It's dragging on the floor!,It's dragging on the floor!,funny,1
1170,Being Barbie: the size of one's own body determines the perceived size of the world.,Being Barbie: the size of one's own body determines the perceived size of the world.,funny,1
690,Two pack king size chocolate bars. Can we manage our consumption?,Two pack king size chocolate bars. Can we manage our consumption?,funny,1
724,Tooth-brushing epilepsy with ictal orgasms.,Tooth-brushing epilepsy with ictal orgasms.,funny,1
1311,Mother-offspring recognition in the domestic cat: Kittens recognize their own mother's call.,Mother-offspring recognition in the domestic cat: Kittens recognize their own mother's call.,funny,1
2869,Differential expression of synaptic proteins after chronic restraint stress in rat prefrontal cortex and hippocampus,Differential expression of synaptic proteins after chronic restraint stress in rat prefrontal cortex and hippocampus,not funny,0
2501,"Oh, it's moist, just the way I like it","Oh, it's moist, just the way I like it",funny,1
2615,Sadness... even thought it's hard you need suck it up and swallow it.,Sadness... even thought it's hard you need suck it up and swallow it.,funny,1
295,The Benslimane's Artistic Model for Leg Beauty.,The Benslimane's Artistic Model for Leg Beauty.,funny,1
2593,Belastung und Belastbarkeit bei chronischer Herzinsuffizienz,Belastung und Belastbarkeit bei chronischer Herzinsuffizienz,not funny,0
643,"fiance was performing oral on me, when I heard him start making a Waka waka waka waka noise","fiance was performing oral on me, when I heard him start making a Waka waka waka waka noise",not funny,0
1091,Observations during Itch-inducing Lecture,Observations during Itch-inducing Lecture,funny,1
3486,don't get off until I tell you to.,don't get off until I tell you to.,funny,1
1490,come on! just put it in your mouth and blow!,come on! just put it in your mouth and blow!,funny,1
2087,Make sure to get it in there quick.,Make sure to get it in there quick.,funny,1
2538,Anti-AnWj causing acute hemolytic transfusion reactions in a patient with aplastic anemia.,Anti-AnWj causing acute hemolytic transfusion reactions in a patient with aplastic anemia.,not funny,0
2464,Get your hand out of there! You're gonna stretch it out!,Get your hand out of there! You're gonna stretch it out!,funny,1
2282,its not as big once you get it in your mouth.,its not as big once you get it in your mouth.,funny,1
2567,Hydrolytic activity in the genusSchizosaccharomyces lindner,Hydrolytic activity in the genusSchizosaccharomyces lindner,not funny,0
2228,Why am I always the one who has to go down?,Why am I always the one who has to go down?,funny,1
1606,"i felt it penetrate, but once it was in and it released all the liquidy stuff i couldnt feel it. But now it aches like f*ck","i felt it penetrate, but once it was in and it released all the liquidy stuff i couldnt feel it. But now it aches like f*ck",funny,1
849,The Moral Behavior of Ethicists: Peer Opinion.,The Moral Behavior of Ethicists: Peer Opinion.,funny,1
829,Celebrating Fragmentation: The Presence of Aristocratic Body Parts in Monastic Houses in Twelfth- and Thirteenth-Century England,Celebrating Fragmentation: The Presence of Aristocratic Body Parts in Monastic Houses in Twelfth- and Thirteenth-Century England,funny,1
828,"oh i loved it, i could ride that thing all day long","oh i loved it, i could ride that thing all day long",funny,1
2424,boyfriend wanted to show me a magic trick,boyfriend wanted to show me a magic trick,not funny,0
782,Spook house sporotrichosis. A point-source outbreak of sporotrichosis associated with hay bale props in a Halloween haunted-house,Spook house sporotrichosis. A point-source outbreak of sporotrichosis associated with hay bale props in a Halloween haunted-house,funny,1
917,An unusual foreign body in the nostril.,An unusual foreign body in the nostril.,funny,1
211,was on a cruise and fell asleep next to the pool,was on a cruise and fell asleep next to the pool,not funny,0
1597,A farewell to arm,A farewell to arm,funny,1
1131,it was little but it went deep.,it was little but it went deep.,funny,1
871,Journey of water in pine cones,Journey of water in pine cones,funny,1
1243,Oh please don't pull out before I get there.,Oh please don't pull out before I get there.,funny,1
1346,Why revelations have occurred on mountains? Linking mystical experiences and cognitive neuroscience.,Why revelations have occurred on mountains? Linking mystical experiences and cognitive neuroscience.,funny,1
839,Another look at baseball player initials and longevity,Another look at baseball player initials and longevity,funny,1
453,Food Crushing Sounds: An Introductory Study.,Food Crushing Sounds: An Introductory Study.,funny,1
94,400 pound roommate brought home a 400 pound guy,400 pound roommate brought home a 400 pound guy,not funny,0
642,was sitting in the living room with my parents when my dad asked my mom if she knew where he could find some double a batteries,was sitting in the living room with my parents when my dad asked my mom if she knew where he could find some double a batteries,not funny,0
781,"You can put it it in or take it out, but either way, you're not going to sleep tonight.","You can put it it in or take it out, but either way, you're not going to sleep tonight.",funny,1
1864,Female encounter rates and fighting costs of males are associated with lek size in Drosophila mycetophaga,Female encounter rates and fighting costs of males are associated with lek size in Drosophila mycetophaga,not funny,0
3004,okay i have to stop this my fingers are getting numb.,okay i have to stop this my fingers are getting numb.,funny,1
505,Vomiting in Wild Bonnet Macaques.,Vomiting in Wild Bonnet Macaques.,funny,1
3409,Novel locus-specific primers for major histocompatibility complex class II alleles from glass frogs developed via genome walking,Novel locus-specific primers for major histocompatibility complex class II alleles from glass frogs developed via genome walking,not funny,0
1276,came home a few days early from a 3-month business trip,came home a few days early from a 3-month business trip,not funny,0
962,"Time Profile of Putrescine, Cadaverine, Indole and Skatole in Human Saliva","Time Profile of Putrescine, Cadaverine, Indole and Skatole in Human Saliva",funny,1
3792,Stop sliding it in so hard! You're going to break it!,Stop sliding it in so hard! You're going to break it!,funny,1
2358,watch the tip it tends to squirt!,watch the tip it tends to squirt!,funny,1
1290,Creativity on tap? Effects of alcohol intoxication on creative cognition.,Creativity on tap? Effects of alcohol intoxication on creative cognition.,funny,1
1067,I hate it when they pull out when they know you are coming!,I hate it when they pull out when they know you are coming!,funny,1
1140,Eye Fixations Indicate Men's Preference for Female Breasts or Buttocks,Eye Fixations Indicate Men's Preference for Female Breasts or Buttocks,funny,1
1049,Factors associated with the frequency of stool examination: effect on incidence of reported rectal bleeding.,Factors associated with the frequency of stool examination: effect on incidence of reported rectal bleeding.,funny,1
910,"Straddling wood is more comfortable for me, because I ride.","Straddling wood is more comfortable for me, because I ride.",funny,1
2044,went to the store with my 4 1/2 year old daughter,went to the store with my 4 1/2 year old daughter,not funny,0
482,really into me.,really into me.,funny,1
245,Who's Watching? The Market for Prostitution Services.,Who's Watching? The Market for Prostitution Services.,funny,1
2808,The antidepressant effects of ventromedial prefrontal cortex stimulation is associated with neural activation in the medial part of the subthalamic nucleus,The antidepressant effects of ventromedial prefrontal cortex stimulation is associated with neural activation in the medial part of the subthalamic nucleus,not funny,0
144,SpeechJammer: A System Utilizing Artificial Speech Disturbance with Delayed Auditory Feedback,SpeechJammer: A System Utilizing Artificial Speech Disturbance with Delayed Auditory Feedback,funny,1
2156,"That's good, because no matter how wet you get her, it still won't penetrate!","That's good, because no matter how wet you get her, it still won't penetrate!",funny,1
269,Soloist evaluations of six Old Italian and six new violins.,Soloist evaluations of six Old Italian and six new violins.,funny,1
3020,Prefrontal activation may predict working-memory training gain in normal aging and mild cognitive impairment,Prefrontal activation may predict working-memory training gain in normal aging and mild cognitive impairment,not funny,0
711,"Female orgasm rates are largely independent of other traits: implications for ""female orgasmic disorder"" and evolutionary theories of orgasm.","Female orgasm rates are largely independent of other traits: implications for ""female orgasmic disorder"" and evolutionary theories of orgasm.",funny,1
1228,Why the Long Face?: The Mechanics of Mandibular Symphysis Proportions in Crocodiles,Why the Long Face?: The Mechanics of Mandibular Symphysis Proportions in Crocodiles,funny,1
582,Report of the Special Investigation Commission,Report of the Special Investigation Commission,funny,1
1815,"masturbating in the shower, I heard my phone go off outside the bathroom","masturbating in the shower, I heard my phone go off outside the bathroom",not funny,0
3363,real estate guy came with potential buyers to visit my house,real estate guy came with potential buyers to visit my house,not funny,0
2993,Reproducibility of brain activation during auditory verbal hallucinations,Reproducibility of brain activation during auditory verbal hallucinations,not funny,0
454,Ya i whacked those balls so hard!,Ya i whacked those balls so hard!,funny,1
679,Top Ranked Boxers Are Less Hirsute Than Lower Level Boxers: An Example For the Importance of 5-Alpha-Reductase?,Top Ranked Boxers Are Less Hirsute Than Lower Level Boxers: An Example For the Importance of 5-Alpha-Reductase?,funny,1
2217,Adenocarcinoma on j-pouch after proctocolectomy for ulcerative colitis-case report and review of literature,Adenocarcinoma on j-pouch after proctocolectomy for ulcerative colitis-case report and review of literature,not funny,0
1630,Outstanding Memories: The Positive and Negative Effects of Nudes on Memory.,Outstanding Memories: The Positive and Negative Effects of Nudes on Memory.,funny,1
2604,Global small bowel motility: assessment with dynamic MR imaging.,Global small bowel motility: assessment with dynamic MR imaging.,not funny,0
756,Honeybee combs: how the circular cells transform into rounded hexagons.,Honeybee combs: how the circular cells transform into rounded hexagons.,funny,1
1858,was walking through Macy's with my girlfriend,was walking through Macy's with my girlfriend,not funny,0
2244,"class I was chatting with my teacher, a really cool and stylish old black guy","class I was chatting with my teacher, a really cool and stylish old black guy",not funny,0
3173,Systematic perceptual distortion of 3D slant by disconjugate eye movements,Systematic perceptual distortion of 3D slant by disconjugate eye movements,not funny,0
2301,Quantitative ultrasound and fracture risk prediction in non-osteoporotic men and women as defined by WHO criteria,Quantitative ultrasound and fracture risk prediction in non-osteoporotic men and women as defined by WHO criteria,not funny,0
312,The Ratio of 2nd to 4th Digit Length: A New Predictor of Disease Predisposition?,The Ratio of 2nd to 4th Digit Length: A New Predictor of Disease Predisposition?,funny,1
2342,Vagal reflexes following an exercise stress test: a simple clinical tool for gene-specific risk stratification in the long QT syndrome.,Vagal reflexes following an exercise stress test: a simple clinical tool for gene-specific risk stratification in the long QT syndrome.,not funny,0
1563,Some Observations of Odde Constitutions of Bodies,Some Observations of Odde Constitutions of Bodies,funny,1
523,A Quick and Accurate Estimation of Heat Losses from a Cow.,A Quick and Accurate Estimation of Heat Losses from a Cow.,funny,1
3319,"Everything was great, but your oral presentation didn't satisfy me enough","Everything was great, but your oral presentation didn't satisfy me enough",funny,1
2183,Identification of a sex pheromone component of the geometrid moth Milionia basalis pryeri,Identification of a sex pheromone component of the geometrid moth Milionia basalis pryeri,not funny,0
2471,PolyP's many faces.,PolyP's many faces.,not funny,0
1955,Stop playing with it and eat it already!,Stop playing with it and eat it already!,funny,1
2966,Ultrastructural characteristics of glial fibrillary acidic protein expression in epoxy resin-embedded human brain tumors,Ultrastructural characteristics of glial fibrillary acidic protein expression in epoxy resin-embedded human brain tumors,not funny,0
