sentence,label,idx
"found out that it is never, ever a good idea to put a band-aid of any kind on your penis, because eventually you will have to take it off",0,146
"was fooling around a bit with my girlfriend while cooking dinner when she said, Don't get too excited, I want to watch The Princess and the Frog tonight",0,147
friend had to take my cat who has a tumor to be put down when I wasn't home since I couldn't bare to take him myself,0,148
Wow it's a tight fit to get in there hey?,1,149
woke up to find that my dog was missing,0,150
mom drove me to football practice,0,151
Normally there's a huge climax but for some reason it's not coming.,1,152
Will you two stop playing so dirty! You just keep wacking each other over and over. Obviously it's not doing anything.,1,153
I've never done this hole before,1,154
"favorite teacher walked into our history class and everyone started whistling, I decided to join in by screaming 'sexy'",0,155
"was passing a building and saw a fat, ugly person inside",0,156
Wow these are the two hardest balls I've felt all day.,1,157
"work, a woman came up to the counter and asked if we made sweet and sour chicken",0,158
hey is that a grande? I paid for a grande but it doesn't feel like a grande.,1,159
friend said he'd give me 20 bucks if I would ask out the ugliest girl in school,0,160
"dont worry, im being careful",1,161
laughed so hard my milk went out my nose in front of the boy I liked,0,162
mom had a talk with me while my dad was out,0,163
was at a pond taking pictures with my new camera,0,164
 This thing is huge. There's no way I'm gonna fit all this in my mouth.,1,165
"Mr. Jones how will you be giving the quiz to us, passing it out, written on the board?",1,166
"in the shower, my roomates thought it would be really funny if they threw my cat in with me",0,167
discovered that my fiance had tried to fake his own death because he thought it would be easier than confessing to the affair he was having,0,168
Don't you think these buns are a little too big for this meat?,1,169
was going down on a girl,0,170
fell asleep in class,0,171
 Jaysus u ripped the shit outa that hole!,1,172
wow you stretched me so good.,1,173
"was straightening my hair when I heard this crunching, sizzling sound",0,174
"boyfriend handcuffed me to the bed, naked",0,175
was having sex with a girl I had just met,0,176
"I'm not putting that in my mouth, it's way too hot.",1,177
came home to find a BMW partially blocking my driveway,0,178
I opened my mouth too wide and it dribbled out.,1,179
was at the Wild Animal Park,0,180
boyfriend called me to break up with me,0,181
grrr.. my vibrator is broke,1,182
"You just get a little in your mouth, and be sure to blow really hard.",1,183
"I got home, I went into my room to find a Bratz doll and a Ken doll laying naked, on top of each other on my bed",0,184
"You poor thing, you plowed me twice and didn't get paid!",1,185
It won't come out!,1,186
was lying in bed throwing a football in the air and catching it,0,187
"Okay you just gotta swallow it fast 'cuz if you let it sit too long in your mouth, it will be too creamy to swallow!",1,188
"Okay, I need two large male parts!",1,189
"I'm going to just close my eyes, lean back, and wait for you to finish.",1,190
"I'm a little suprised, its not usually that quick.",1,191
It's not coming fast enough.,1,192
reading some chemistry notes I came across the term solid water,0,193
attractive boss sat me down in the break room to say how much she appreciated how much work I've been doing despite being a temp,0,194
was in the gas station and I saw this creepy lady staring at me and smiling,0,195
daughter used the kids potty chair on her own for the first time,0,196
"boyfriend informed me that in the event of a zombie apocalypse, he'd kill me before I got infected",0,197
We need at least 6 more inches before we can continue.,1,198
Is it wide enough for you?,1,199
"there used to be a bush there, but it's not there anymore.",1,200
was at a bar talking to a very attractive young woman,0,201
I still have the taste of nuts in my mouth!,1,202
"boyfriend thought it would be romantic to pick me up, throw me over his shoulder and take me to the bedroom",0,203
had some family over,0,204
If it were just a little bigger we could all enjoy it!,1,205
it's too thick. I just keep sucking and I'm getting dizzy from it.,1,206
If you it pull it out of my mouth it'll come on my dress!,1,207
boyfriend who likes to get high was driving me insisting he wasn't currently high,0,208
boyfriend came in my room dressed as Harry Potter and declared that he was going to put his basilisk into my chamber of secrets,0,209
"I don't know how it got so big and heavy, but it went in good!",1,210
found out my girlfriend only gets aroused after watching Jersey Shore and will only have sex immediately after an episode,0,211
Stop playing with it and eat it already!,1,212
remind me that I need a 12 inch piece of wood.,1,213
Just hurry up and shove it all in there!,1,214
decided it would be pretty amusing to press the Like button on everyone's status on Facebook without reading them just to get on peoples' nerves,0,215
asked my boyfriend what he was being for halloween,0,216
boyfriend told me in a very natural way that my mother is better at sex than me,0,217
was cashiering at Target when an old woman came into my checkout line,0,218
work I was looking for my lost wallet,0,219
Is it gonna hurt?,1,220
walked into my dorm to find my roommate hanging a voodoo doll of me on a noose,0,221
was watching an animal behavior movie,0,222
It won't go in! Either it's too big or the hole is too small!,1,223
This gives your arm a workout!,1,224
I just squirted everywhere!,1,225
 omg I'm so wet!,1,226
"It's wide open for you, just the way you like it!",1,227
 it starts out soft but then gets hard and long and gives you a great ride.,1,228
"That just kind of squirted out there, didn't it!",1,229
sent the girl I like a Twinkie with a note saying Enjoy! You deserve it,0,230
"do it like I did it last night, knees on the floor.",1,231
Overboard,1,232
"Whoa, I made it bigger!",1,233
was helping my friend create an online dating profile,0,234
boyfriend suggested we imagine each other as someone else when we had sex,0,235
went bowling,0,236
"went to the library to pick up Romeo and Juliet, for my English class",0,237
"Dammit, it got stuck again!!",1,238
"It got bigger, it won't fit back there",1,239
"caught some perverts sitting in a car in front of my house, spying on my neighbors",0,240
thats the thickest I've ever seen it.,1,241
telemarketer called for my dad,0,242
took my two-year-old daughter swimming,0,243
It's hard to get it flowing but once you do it's really nice.,1,244
parents hosted a party at our house,0,245
got a email from my boss,0,246
i like licking that off first,1,247
it was too soft. I couldn't do anything with it.,1,248
"No matter how hard I suck on this thing, it still won't come up.",1,249
was my high school graduation,0,250
asked my Swedish friend for some lines to impress this swedish girl I met at an expat party he took me to,0,251
had my first blow job,0,252
got a meat pie for lunch,0,253
if their toes didn't curl you didn't do it right,1,254
I just need to stuff something in my mouth to keep me satisfied.,1,255
It's so wet down here.,1,256
was in charge of throwing a party for my mom,0,257
mom had a baby shower,0,258
"boyfriend called me and I told him about the AnimeCon I'm attending, and that I wanted to go as Sailor Mars, he told me he had no idea what that was",0,259
I wanted to take a picture but I made it too big.,1,260
woke up with my girl laying next to me in bed,0,261
yea I've been blowing all day and it just keeps on coming,1,262
How many BJ's do you need?!,1,263
Do I have to be here long?,1,264
was walking by a pond when I saw a small frog,0,265
put your monster in here,1,266
It got stuck in the crack!,1,267
had a check-up with my dermatologist,0,268
Well...I yelled at her. Then I got her wet.,1,269
I can't keep it in my mouth.,1,270
"class I was chatting with my teacher, a really cool and stylish old black guy",0,271
I don't want it to blow in my face.,1,272
was trying to convince my boyfriend that I am NOT a dumb blonde,0,273
was hooking up with a guy I just met,0,274
my music recital,0,275
I keep sucking but nothing will come out!,1,276
was at a party where I ate bowl of disgusting snacks because I didn't want to drink on an empty stomach,0,277
"but I don't wanna bend over, I'm all sticky",1,278
went out for coffee with a guy I really like,0,279
"Oh my God. I can't keep this up all night. It's too long and hard for me to do! And then I'm trying not to scream, and it's just making me more crazy!",1,280
"Oh come on!! If it's really tiny, we'll just ride it twice!",1,281
was having sex with a girl I really like for the first time,0,282
was having sex with a girl when her parents decided to come home early,0,283
woke up next to my girlfriend,0,284
toddler peed in his potty for the first time,0,285
Why is your stick shorter than the rest I've seen?,1,286
was lying on the bed with my boyfriend,0,287
She helped me put it in the back,1,288
I'm tired and irritated of being in the same position!,1,289
drove my two kids to their friends' houses,0,290
"Don't push it too hard, if it doesn't go in you must not being doing it right",1,291
You have white stuff all over your face.,1,292
"Yeah, the bigger it is, the harder it is.",1,293
found out that my best friend lost her virginity to my father,0,294
"I don't like to swallow right away, I like to keep it in my mouth.",1,295
Let me know when you're getting off because I want to come at the same time.,1,296
girlfriend was giving me a hand job,0,297
I went to the grocery store where my husband works,0,298
why the f*ck would you pull out right when im coming??,1,299
I like to just put a whole load in my mouth and suck on it,1,300
I can't stop it when you're going so hard!,1,301
I don't know what I'm doing. I really like him but I don't know how much he likes me.,1,302
was on a small plane,0,303
"came home and found out that my new roommate, who smokes half a pack of cigarettes a day and drinks heavily 5 nights a week, had smashed my $300 bong because weed is a horrible and deadly drug that will kill you slowly",0,304
It was long and black and wouldn't get out of me.,1,305
boyfriend and I decided to have sex at his house,0,306
had to come back home early from my holidays,0,307
"You will feel everything with this one, it has a very sensitive tip.",1,308
was having cybersex via webcam with my boyfriend,0,309
my sixteenth birthday,0,310
Do you want to come and taste my sauce,1,311
"heard my boyfriend of 3 months talking with his friend, not knowing I could hear them",0,312
I'm gonna go to the basement now and play with myself. Cya,1,313
"Straddling wood is more comfortable for me, because I ride.",1,314
had woken up very excited to celebrate my 21st birthday,0,315
it's not like they are both in your mouth at the same time.,1,316
man came up to me at the bus stop,0,317
was in a public restroom when the girl in the stall next to me started asking me how I was doing,0,318
It looks pretty huge and well-used.,1,319
mom and I went to the store,0,320
was my 18th birthday,0,321
I have a muffin downstairs.,1,322
really into me.,1,323
"i love that stuff, squirt it right in my mouth",1,324
"Oh jeez that's no good, he hasn't even pulled out yet and he's already losing wood.",1,325
"Oh it feels so good, you just insert here and squeeze.",1,326
I was barely doing it for 10 minutes and I was dripping wet!,1,327
realized the person I had been habitually stealing bag lunches from at work made me a canned dog food sandwich,0,328
"...but Harry, you are SO thick sometimes!",1,329
was walking down the street and spotted a man who was about 6 and a half feet tall passing by me,0,330
"Wow this one is really long, it might take a while. Hope you guys can handle it.",1,331
learned that walking on the sidewalk does not mean that you will not be hit by a car,0,332
its so small and skinny and it has no juice.,1,333
"Wow baby, you sure were a trooper taking all those balls to the face",1,334
Keep going,1,335
"was showing my new iPhone case to my friends, saying how it was scratchproof, shockproof, and waterproof",0,336
"Shew, I wish a ride could get me wet for once.",1,337
was having sex with my girlfriend,0,338
was really windy and rainy causing me to trip and knock into a little kid,0,339
"There we go. It took us three tries, but we got it up and going.",1,340
was messing around in my boyfriend's pants while watching TV,0,341
hired a private investigator to find out if my wife of 15 years is cheating on me with my brother,0,342
just go eat your fruit.,1,343
boyfriend questioned why I always put my shirts in the dryer right before wearing them,0,344
mom woke me up and asked if I wanted breakfast,0,345
"the church service was over, my two year old granddaughter started to sing into the microphone",0,346
Did it go in?,1,347
sat on an elevator for 10 minutes thinking I was stuck.,0,348
"Bro, your jeeps pretty filthy",1,349
Milkbone commercial came on TV,0,350
was rushed to the hospital because I was crying so hard I couldn't breathe,0,351
"Don't worry, I can totally handle a big one.",1,352
met my girlfriend's very religious parents for dinner,0,353
was getting it on with my boyfriend,0,354
I guess we'll have to do it orally.,1,355
"ugh, love the taste but hate the texture.",1,356
phone rang while I was home alone,0,357
"Almost done, only two more holes left!",1,358
checked my voicemail,0,359
"Emily, pull out!",1,360
"boyfriend ditched me, saying he had some important things to do",0,361
It's too big!,1,362
very good platonic friend of mine said he had a question to ask me,0,363
"Wal Mart, I saw a guy taping a sign that read Hide & seek world champs! over the lost children board",0,364
"It's too big, it's too wide, it's too strong, it won't fit, It's too much, it's too tough",1,365
It didn't fit in mine either but I just stuck it in.,1,366
Don't let it drip on the floor. Rub it on your hands,1,367
"wife has been singing I can't get no satisfaction by the Rolling Stones, all morning",0,368
town had a carnival to raise money for cancer,0,369
was tutoring kids at an elementary school,0,370
put my old kitchen table at the end of my driveway with a free sign on it,0,371
was cashier at work,0,372
"ok guys, this thing is big and its super hard. so what we're going to do is hover right over it, tackle it, and then lower ourselves into it until it sprays. got it?",1,373
Its funny Im taller than Rob Zombie,1,374
was camping,0,375
decided to play a joke on my boyfriend and planned to pretend that I found a thong in his gym bag,0,376
finished the run for a play in which I played a gay man,0,377
"We have to make this a quickie, in and out.",1,378
was at the mall in a store looking at movie posters,0,379
Now that's some good fingering.,1,380
"Alright, I will try my hardest to come.",1,381
" That's huge, I bet it hurt!",1,382
"went to meet the girl I'd been talking to online for a while, and fallen in love with",0,383
"an attempt to get my son to stop playing Call of Duty, I threw his Xbox controller out the window",0,384
"My fingers are too small, my hands cramp up! It's just too hard!",1,385
"pleasuring myself in my bedroom, I began absent-mindedly staring at a spider on the ceiling",0,386
"girlfriend and my parents staged an intervention, and have asked me to go to rehab",0,387
"I was out to eat, I was approached by the restaurant manager",0,388
was giving my boyfriend head,0,389
"working my job as a cashier, one of the customers that came to the register was a midget",0,390
Hurry up!,1,391
girlfriend broke up with me because of my dad constantly hitting on her,0,392
I can't believe it's so tiny.,1,393
"I have direct T.V., I don't like cox!!!",1,394
went to get a sports physical at a hospital,0,395
just put it in the back of your throat and don't think about it.,1,396
"When I opened it it was hard, then I bit into it and it tasted bad.",1,397
"Oh sorry, that just fell out my box.",1,398
"It's not longer, it's just harder",1,399
had to sleep in the same room as my grandparents,0,400
but hes doing it so hard and fast!,1,401
"Hey Curt, Think you can make that hole any bigger?",1,402
"You keep trying, but you can't get it in!",1,403
Dont spread your legs because I'm coming!,1,404
"called the florist and ordered a flower arrangement for my grandma, who I was told was sick",0,405
was at IKEA with my parents,0,406
Put it back in and this time wait until you finish to pull it out.,1,407
sixteen year old son told me that he's following his guidance counselor's advice: to do what his hero does for a living,0,408
was having sex with my boyfriend,0,409
told my best friend I was breaking up with my girlfriend of 3 years.,0,410
I'm really getting tired of having this thing in my mouth.,1,411
wow thats a big wiener to be putting in your mouth.,1,412
Anything you can put in your mouth I can put twice as much!,1,413
my long-anticipated 21st birthday! Today also happens to be the first day of my period,0,414
"Okay, but you can't have my cherry.",1,415
director of the play I'm in decided to explain why we got the parts we did,0,416
"It's so fun to squeeze, and hold, and play with. And! It smells good! I never thought I would find such perfection!",1,417
"Wow, the dang thing is really in there, how will I get it out?!",1,418
you know i really feel like there is something powerful between my legs.,1,419
from up here it sounds like your sucking start blowing.,1,420
i'll be wet before i get it up,1,421
"yeah, just give it a tug and it'll come.",1,422
"It's shrinking, I can feel it!",1,423
little girl standing next to me on the train suddenly hugged me,0,424
"Don't worry it's hard at first, but the more you do it the more you get used to it",1,425
went to pick up my daughter from preschool,0,426
I don't understand why it gets so big.,1,427
stop messing around in her shrubbery down there.,1,428
went to the store to get Valentine's Day gifts to decorate my boyfriend's and my new apartment,0,429
was pulled over for speeding.,0,430
cat managed to lock my dad and me outside of our house,0,431
boyfriend and his parents met my family,0,432
That head is really small.,1,433
got my long hair cut in a short pixie cut,0,434
"Hold on, I have nuts in my mouth.",1,435
You can try and stick it in there but its going to get really tight.,1,436
"saw a spider in my bathtub, so instead of killing it, i decided to bring my dog inside the bathroom to kill the spider for me",0,437
No.,1,438
was woken up to my mom playing the piano awfully,0,439
"pull out the stick, wipe it off, then put it back in. Then pull it out again and look at how much fluid is left on the stick.",1,440
"You just gotta stick it in there and move it around until the hole gets bigger, and that makes it easier to put it in next time.",1,441
"asleep, I dropped my pill before I could take it",0,442
Get on the bottom,1,443
told my boyfriend that my fantasy was for him to eat me out on the dinner table,0,444
Man I hate the feeling of wet wood in my mouth,1,445
girlfriend gave me a blow-up doll and told me to practice,0,446
"girlfriend missed our date, so I text her angry, telling her if she can't make our dates then we should break up, and generally telling her off",0,447
Every time you come in my room you make a mess.,1,448
was talking to my parents about feeling insecure with my beach body as Spring Break keeps getting closer and closer,0,449
heard my daughter scream at my son through the bathroom door Are you jacking off in there or something?! and him scream back at her Shut up you F*ing cunt! My daughter is 7 and my son is 8,0,450
Dick.,1,451
developed the disposable camera pictures from my family's trip to Disney World,0,452
i was gonna shove it back in but i was afraid i would get electrocuted!!!,1,453
It was a lot easier on my knees.,1,454
was at the waterpark,0,455
"For example, life is highway, and I'm gonna ride it all night long.",1,456
"was walking out of class when I saw a girl enthusiastically run to her boyfriend, jump on him, and smother him with kisses",0,457
"girl I'm secretly in love with, whom I was talking to on MSN, told me she'd brb in 10, no wait 20, oh make that 30 min depending on her boyfriend's stamina",0,458
I don't want to put that in my body,1,459
"talking with my girlfriend about dating, I learned that she has had more girlfriends than I have",0,460
"Mr. Colby's was really long and hard, but Mr. Morris's was short.",1,461
Aim for the Mouth!,1,462
6 year old daughter saw a man in a wheelchair who's leg had been amputated,0,463
Stop playing with it and just put it in already!,1,464
"Yeah, when you suck on it, it gets harder.",1,465
"the dentist, I was getting my teeth cleaned",0,466
mom talked about how it's interesting how there's so many different size of penises,0,467
I have been having trouble getting them up today but luckily the guys around here are patient.,1,468
I knew that was gonna be a good one as it was coming out of my mouth.,1,469
boyfriend and I decided to have sex for the first time,0,470
"Oh, come on! Just stick it in already.",1,471
woke up after drunkenly hooking up with a girl who was really into Twilight,0,472
This is going to be a big one! Here it comes!,1,473
I'm just going to wrap your meat so it doesn't mix with the eggs.,1,474
I didn't realize it squirted that much,1,475
"When I pulled it out, there was white stuff on me.",1,476
was sitting on a park bench with my very elderly grandfather while listening to music at a low volume,0,477
Tony! When you come use the backdoor,1,478
"Then be quiet, and either spread out, or I'll spread you out myself.",1,479
whole family was sitting in the kitchen,0,480
"This isn't even fun anymore. Its hot, sticky, and taking too long.",1,481
walked into my house to find everyone sitting around the table and looking sad,0,482
posted a status update on Facebook about how much I liked the Season Finale of NBC's Heroes,0,483
drunk boyfriend thought it would be a good idea to light a firework in the back seat of my car while we were driving down the interstate,0,484
"my boyfriend was going down on me, he fell asleep right between my legs",0,485
"my school, the student council is trying to raise $5000 for Haiti",0,486
was spacing out in French class and randomly got an erection,0,487
awoke to my husband donning a gorilla mask in the middle of the night,0,488
friend awoke me because I was talking in my sleep,0,489
It wasn't as big as I thought it'd be.,1,490
was out eating lunch with my parents when my mom complained that I eat too quickly and don't thoroughly chew my food,0,491
I wasn't expecting it to shoot up in my face like that,1,492
"Back in my day they weren't as big, you could get done with them in no time.",1,493
went to the pool,0,494
made out with my friend for the first time,0,495
"hey man, you making my holes bigger?",1,496
went to school in my brand new shirt,0,497
"woke up to a hand rubbing my very erect penis, and a woman's peppermint breath in my ear",0,498
Just give me something to shove in my mouth!,1,499
How do you do this?!,1,500
sent a text message to my girlfriend telling her how much I wanted to make love to her tonight,0,501
Keep on blowing.,1,502
was in the grocery store getting bananas and there was this real hot guy next to me,0,503
was in a store with my dad,0,504
was a TA watching the class take a test,0,505
man I hope that thing doesn't infect me I don't want to get a shot!,1,506
was at my school's spaghetti dinner with my family,0,507
Are you stiff yet?,1,508
omg! we're soo wet!,1,509
Oh that got bigger than I thought,1,510
You really need to learn how to screw better.,1,511
was on the phone with my best friend who lives out of town,0,512
I went to see Paranormal Activity 2 with my boyfriend,0,513
"Gaz, stop hitting me with your balls!",1,514
"class, I asked my teacher for a rubber",0,515
"husband ran at me, groaning like a zombie",0,516
boyfriend and I were about to have sex,0,517
made a friend on an online chat,0,518
"lost track of time while rocking out, butt-naked, to Kelly Clarkson and Michelle Branch after taking a shower",0,519
That position looks awkward.,1,520
"saw a homeless man on the corner, I thought I would be generous and give him some cash",0,521
"Be careful, I don't want it going off too soon again.",1,522
at work as a security guard,0,523
"Most of the time I can control, it but today it just came out",1,524
took my cat to the vet,0,525
I think I cant swallow it anymore.,1,526
"UGH! I squeezed too hard, and it's gooey and all over my face.",1,527
asked my boyfriend if I could call him love muffin,0,528
I hate it when balls come near me.,1,529
girl and I were chilling in my apartment and things got heated up and we started making out,0,530
got a call from my child's preschool saying that Mindy keeps saying she sits on her daddy's lap and plays with his peter,0,531
"I'm pretty easy to please, you're the hard one",1,532
"come one man, two straight days will wear a girl out!!",1,533
went out to eat dinner with my family to celebrate my 18th birthday,0,534
had to play the role of superman in a production on stage,0,535
went on a drive with my girlfriend when we went past a 'Dead End' sign,0,536
was leaving to go over to a friend's and my parents suddenly ask if I'm gay,0,537
daughter came up to me crying,0,538
How much wetter can you possibly want it?!,1,539
"simply start at the base of the rump, rubbing your way out, and follow it to it's natural conclusion.",1,540
happy hour specials,1,541
something about it being ultra thick just makes it that much more filling.,1,542
Why is everyone going so deep today,1,543
boyfriend was going down on me,0,544
boyfriend asked me to meet his parents over Christmas,0,545
squeeze it hard..massage it...pull it till all the color comes out...yes it can get a little dirty,1,546
was volunteering at a nursing home calling bingo numbers,0,547
Ew it's all wet and sticky!,1,548
just stick them in any of the holes!,1,549
nine year old son went around telling everyone that me and my husband had a foursome last month,0,550
Does he really need to back up that far to pull out?,1,551
woke up happier than I've ever been because last night I hooked up with the girl I have loved for almost a year and I thought I would never get with her,0,552
went to the doctor with my parents,0,553
"was in the bathroom at the mall, when a homeless man came in mumbling to himself",0,554
I still have the flavor of your nuts on my tongue!,1,555
"work, my ipod was stolen from my desk when I was away",0,556
went to Knott's Berry Farm with my girlfriend,0,557
visited home,0,558
"asked my boyfriend in a sexy way What should we do now, honey? He answered, Suck my dick? I said I was thinking of something more",0,559
bought a new mailbox to replace the old one that was stolen,0,560
There's two sizes of holes and it will only fit in the one. Make sure you get it right!,1,561
wife got the flu.,0,562
My biggest fear is that it's going to get into my eyes.,1,563
Pull it out! Pull it out!,1,564
"Arby's, there were two cute guys behind me in line",0,565
house was broken into,0,566
texted my girlfriend and told her I was mowing my lawn.,0,567
and my mother were driving through Del Taco,0,568
had one more gift to buy: a copy of 'Fight Club',0,569
can you help me with this? I can't get my hand around it.,1,570
It's too big for my mouth.,1,571
did some math,0,572
was talking to my hot neighbor,0,573
